epoch,auc,auc_1,binary_accuracy,loss,val_auc,val_auc_1,val_binary_accuracy,val_loss
0,0.5094281435012817,0.588974118232727,0.5093164443969727,0.8194899559020996,0.5331390500068665,0.5994148254394531,0.5438328385353088,0.6820415258407593
1,0.5314365029335022,0.6093528866767883,0.52336186170578,0.7883282899856567,0.5866332650184631,0.6545178294181824,0.5438328385353088,0.6691246628761292
2,0.5496037602424622,0.6244794726371765,0.5336127281188965,0.7666160464286804,0.6514337062835693,0.7050067186355591,0.5963302850723267,0.6487383246421814
3,0.584540605545044,0.652873158454895,0.560797393321991,0.7352554202079773,0.6927086710929871,0.7387567758560181,0.6314984560012817,0.6316425204277039
4,0.6029922366142273,0.670796811580658,0.5757489800453186,0.7158851623535156,0.745411217212677,0.7860451340675354,0.6580020189285278,0.60610431432724
5,0.6426821351051331,0.7066335678100586,0.5991957783699036,0.6784519553184509,0.7833889126777649,0.8231130838394165,0.7013251781463623,0.5794859528541565
6,0.678307056427002,0.736015796661377,0.6317041516304016,0.6507938504219055,0.8082444667816162,0.8495646715164185,0.7237512469291687,0.5525574088096619
7,0.7133840918540955,0.7672207355499268,0.6535651683807373,0.6209964752197266,0.8264908194541931,0.8695133328437805,0.7431192398071289,0.5260837078094482
8,0.7360823154449463,0.7909227013587952,0.6734439730644226,0.6013282537460327,0.8369448781013489,0.8804921507835388,0.756371021270752,0.505852460861206
9,0.7649421095848083,0.8157702684402466,0.6965509653091431,0.5726609826087952,0.8434869050979614,0.8882619142532349,0.764016330242157,0.4903302490711212
10,0.785915732383728,0.8350483775138855,0.7149006128311157,0.5514407753944397,0.8482680916786194,0.8929034471511841,0.7691131234169006,0.48111119866371155
11,0.7918508052825928,0.8416835069656372,0.7195446491241455,0.544030487537384,0.8516891598701477,0.8966323733329773,0.7711519002914429,0.4721466898918152
12,0.8050999045372009,0.8543367385864258,0.730588436126709,0.5285353660583496,0.8553949594497681,0.900001585483551,0.7777777910232544,0.4644607603549957
13,0.8103092312812805,0.8601587414741516,0.7382907867431641,0.5223276019096375,0.8580171465873718,0.9022932648658752,0.7787971496582031,0.45838475227355957
14,0.814325213432312,0.8610531091690063,0.7437843084335327,0.5194725394248962,0.8600742220878601,0.9041344523429871,0.7828746438026428,0.454850435256958
15,0.8189441561698914,0.8667019605636597,0.7447471022605896,0.5125489234924316,0.8619486689567566,0.905529260635376,0.7833843231201172,0.4499010741710663
16,0.8222458958625793,0.8713641166687012,0.7505804896354675,0.506423830986023,0.863027811050415,0.9065608978271484,0.785932719707489,0.4452438950538635
17,0.8263314962387085,0.8746229410171509,0.7550546526908875,0.5002248883247375,0.8637339472770691,0.9071292281150818,0.7864423990249634,0.44340839982032776
18,0.8273325562477112,0.8752771019935608,0.7542051076889038,0.49984076619148254,0.8649745583534241,0.9082217216491699,0.7895005345344543,0.44145554304122925
19,0.8316118717193604,0.8800837397575378,0.7603783011436462,0.4930814802646637,0.8669244647026062,0.9095665812492371,0.7910295724868774,0.43897420167922974
20,0.8350232839584351,0.8830506205558777,0.7642294764518738,0.48805421590805054,0.8680749535560608,0.9102939963340759,0.78899085521698,0.43447157740592957
21,0.8383238911628723,0.8849538564682007,0.7648524641990662,0.48263993859291077,0.8697724938392639,0.911579430103302,0.78899085521698,0.4324888586997986
22,0.8406448364257812,0.8879420757293701,0.7655887007713318,0.47829777002334595,0.8703920841217041,0.9119647145271301,0.7925586104393005,0.4310840368270874
23,0.8410206437110901,0.8886897563934326,0.7712522149085999,0.47697609663009644,0.8722317814826965,0.9133102893829346,0.78899085521698,0.4317728281021118
24,0.8449562191963196,0.8912516832351685,0.7721017003059387,0.4722258448600769,0.8732255101203918,0.913895845413208,0.7930682897567749,0.4265995919704437
25,0.8456594347953796,0.8923882246017456,0.7738007307052612,0.4697049856185913,0.8738771080970764,0.9145946502685547,0.7905198931694031,0.42674973607063293
26,0.8481098413467407,0.8936707377433777,0.7745370268821716,0.46677258610725403,0.874927818775177,0.9153492450714111,0.7905198931694031,0.4256381690502167
27,0.8476346731185913,0.8949326276779175,0.7777652144432068,0.4660400450229645,0.8758403062820435,0.9156205654144287,0.797655463218689,0.42111948132514954
28,0.8491308689117432,0.8958808779716492,0.7749900817871094,0.4635816216468811,0.8759462833404541,0.9158839583396912,0.7956167459487915,0.42143514752388
29,0.8520739078521729,0.896764874458313,0.7753298878669739,0.4615674316883087,0.8764798045158386,0.9161940813064575,0.7966361045837402,0.42076510190963745
30,0.8529708385467529,0.8994585871696472,0.7810500264167786,0.45716050267219543,0.876697301864624,0.9165133237838745,0.78899085521698,0.42672428488731384
31,0.8540500998497009,0.8992853164672852,0.7813332080841064,0.4563662111759186,0.87725830078125,0.9168715476989746,0.7966361045837402,0.4194294810295105
32,0.8538786768913269,0.9005144834518433,0.7805402874946594,0.4552146792411804,0.877797544002533,0.9174025654792786,0.7966361045837402,0.41812506318092346
33,0.8555499911308289,0.9012526273727417,0.7830888628959656,0.45276281237602234,0.8787986636161804,0.9180358648300171,0.8017328977584839,0.4146392345428467
34,0.8580307364463806,0.9027900695800781,0.7835986018180847,0.44900503754615784,0.8791759610176086,0.9182047843933105,0.8017328977584839,0.41412681341171265
35,0.8547770977020264,0.9010274410247803,0.7835419178009033,0.45330899953842163,0.879938006401062,0.9186649918556213,0.8002038598060608,0.414156049489975
36,0.8599206805229187,0.9043813943862915,0.7851276993751526,0.44536396861076355,0.8809924125671387,0.9192962646484375,0.8002038598060608,0.4132525324821472
37,0.8631801605224609,0.9070122838020325,0.7898850440979004,0.44037795066833496,0.881184458732605,0.9194111227989197,0.7996941804885864,0.41312968730926514
38,0.8617749810218811,0.9062843322753906,0.786430299282074,0.4420308768749237,0.8818219304084778,0.9198883771896362,0.7996941804885864,0.4102800786495209
39,0.8645088076591492,0.9083251953125,0.7889222502708435,0.4389701187610626,0.8822203874588013,0.9202252626419067,0.8012232184410095,0.40994954109191895
40,0.8628784418106079,0.9068325161933899,0.7882992625236511,0.4407682716846466,0.8823681473731995,0.9204071164131165,0.8032619953155518,0.4108358919620514
41,0.863308310508728,0.9082330465316772,0.7916973233222961,0.43846502900123596,0.8830124735832214,0.9207945466041565,0.8032619953155518,0.40831127762794495
42,0.8649706840515137,0.9094614386558533,0.788582444190979,0.4352569580078125,0.8832774758338928,0.9210482835769653,0.8027523159980774,0.4072612524032593
43,0.8641724586486816,0.9088250398635864,0.7898284196853638,0.4367090165615082,0.8831015825271606,0.9210110902786255,0.8017328977584839,0.4069826602935791
44,0.8641147613525391,0.9082633256912231,0.7900549173355103,0.43815067410469055,0.8836672902107239,0.9214246273040771,0.8058103919029236,0.4058097004890442
45,0.8656933903694153,0.9091654419898987,0.7904514074325562,0.43602561950683594,0.8841269612312317,0.9218313694000244,0.8012232184410095,0.40755194425582886
46,0.8681628704071045,0.9116032719612122,0.792093813419342,0.4312528967857361,0.8842810392379761,0.9220125079154968,0.8047910332679749,0.4060724675655365
47,0.8678644299507141,0.9119337797164917,0.7924336194992065,0.43111106753349304,0.8849408030509949,0.9223287105560303,0.8042813539505005,0.4060589075088501